sku,attribute_name,value,source_type,source_name,verification_status,observed_at,source_reference,expires_at
HS-FLD-09-WHT,travel_score,0.9,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-FLD-09-WHT:travel_score,
HS-LIT-04-BLK,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:anc,
HS-LIT-04-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:wireless,
HS-LIT-04-BLK,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:foldable,
HS-LIT-04-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:microphone,
HS-LIT-04-BLK,battery_hours,22,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:battery_hours,
HS-LIT-04-BLK,weight_g,260,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:weight_g,
HS-LIT-04-BLK,comfort_score,0.62,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:comfort_score,
HS-LIT-04-BLK,travel_score,0.55,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-LIT-04-BLK:travel_score,
HS-SPT-06-NVY,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:anc,
HS-SPT-06-NVY,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:wireless,
HS-SPT-06-NVY,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:foldable,
HS-SPT-06-NVY,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:microphone,
HS-SPT-06-NVY,battery_hours,20,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:battery_hours,
HS-SPT-06-NVY,weight_g,198,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:weight_g,
HS-SPT-06-NVY,comfort_score,0.7,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:comfort_score,
HS-SPT-06-NVY,travel_score,0.48,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:travel_score,
HS-SPT-06-NVY,water_resistance,IPX4,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SPT-06-NVY:water_resistance,
HS-STD-20-BLK,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:anc,
HS-STD-20-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:wireless,
HS-STD-20-BLK,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:foldable,
HS-STD-20-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:microphone,
HS-STD-20-BLK,battery_hours,30,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:battery_hours,
HS-STD-20-BLK,weight_g,310,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:weight_g,
HS-STD-20-BLK,comfort_score,0.88,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:comfort_score,
HS-STD-20-BLK,travel_score,0.4,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-BLK:travel_score,
HS-STD-20-WHT,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:anc,
HS-STD-20-WHT,wireless,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:wireless,
HS-STD-20-WHT,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:foldable,
HS-STD-20-WHT,microphone,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:microphone,
HS-STD-20-WHT,weight_g,305,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:weight_g,
HS-STD-20-WHT,comfort_score,0.87,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:comfort_score,
HS-STD-20-WHT,travel_score,0.32,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-STD-20-WHT:travel_score,
HS-ULT-15-SLV,anc,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:anc,
HS-ULT-15-SLV,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:wireless,
HS-ULT-15-SLV,foldable,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:foldable,
HS-ULT-15-SLV,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:microphone,
HS-ULT-15-SLV,battery_hours,48,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:battery_hours,
HS-ULT-15-SLV,weight_g,214,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:weight_g,
HS-ULT-15-SLV,comfort_score,0.95,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:comfort_score,
HS-ULT-15-SLV,travel_score,0.96,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-ULT-15-SLV:travel_score,
HS-MIN-03-BLK,anc,false,EXAMPLE_MERCHANT_IMPORT,Harbor example import,EXAMPLE_MERCHANT_IMPORT,2026-09-01T10:00:00+00:00,,
HS-MIN-03-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:wireless,
HS-MIN-03-BLK,foldable,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:foldable,
HS-MIN-03-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:microphone,
HS-MIN-03-BLK,weight_g,188,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:weight_g,
HS-MIN-03-BLK,comfort_score,0.58,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:comfort_score,
HS-MIN-03-BLK,travel_score,0.6,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-MIN-03-BLK:travel_score,
HS-SFT-11-GPH,anc,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:anc,
HS-SFT-11-GPH,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:wireless,
HS-SFT-11-GPH,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:foldable,
HS-SFT-11-GPH,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:microphone,
HS-SFT-11-GPH,battery_hours,32,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:battery_hours,
HS-SFT-11-GPH,weight_g,242,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:weight_g,
HS-SFT-11-GPH,comfort_score,0.8,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:comfort_score,
HS-SFT-11-GPH,travel_score,0.74,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-SFT-11-GPH:travel_score,
HS-REF-18-BLK,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:anc,
HS-REF-18-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:wireless,
HS-REF-18-BLK,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:foldable,
HS-REF-18-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:microphone,
HS-REF-18-BLK,battery_hours,28,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:battery_hours,
HS-REF-18-BLK,weight_g,288,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:weight_g,
HS-REF-18-BLK,comfort_score,0.86,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:comfort_score,
HS-REF-18-BLK,travel_score,0.45,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-REF-18-BLK:travel_score,
HS-RUN-07-WHT,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:anc,
HS-RUN-07-WHT,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:wireless,
HS-RUN-07-WHT,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:foldable,
HS-RUN-07-WHT,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:microphone,
HS-RUN-07-WHT,battery_hours,18,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:battery_hours,
HS-RUN-07-WHT,weight_g,176,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:weight_g,
HS-RUN-07-WHT,comfort_score,0.64,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:comfort_score,
HS-RUN-07-WHT,travel_score,0.5,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-RUN-07-WHT:travel_score,
HS-PUL-10-BLK,anc,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:anc,
HS-PUL-10-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:wireless,
HS-PUL-10-BLK,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:foldable,
HS-PUL-10-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:microphone,
HS-PUL-10-BLK,battery_hours,30,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:battery_hours,
HS-PUL-10-BLK,weight_g,236,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:weight_g,
HS-PUL-10-BLK,comfort_score,0.78,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:comfort_score,
HS-PUL-10-BLK,travel_score,0.72,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-PUL-10-BLK:travel_score,
HS-NGT-14-BLK,anc,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-01-01T10:00:00+00:00,,2026-03-01T10:00:00+00:00
HS-NGT-14-BLK,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:wireless,
HS-NGT-14-BLK,foldable,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:foldable,
HS-NGT-14-BLK,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:microphone,
HS-NGT-14-BLK,battery_hours,38,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:battery_hours,
HS-NGT-14-BLK,comfort_score,0.89,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:comfort_score,
HS-NGT-14-BLK,travel_score,0.91,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-NGT-14-BLK:travel_score,
HS-DCK-05-SLV,anc,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:anc,
HS-DCK-05-SLV,wireless,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:wireless,
HS-DCK-05-SLV,foldable,false,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:foldable,
HS-DCK-05-SLV,microphone,true,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:microphone,
HS-DCK-05-SLV,battery_hours,24,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:battery_hours,
HS-DCK-05-SLV,weight_g,255,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:weight_g,
HS-DCK-05-SLV,comfort_score,0.73,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:comfort_score,
HS-DCK-05-SLV,travel_score,0.41,MERCHANT_PRODUCT_FEED,Harbor product feed,MERCHANT_DECLARED,2026-09-01T10:00:00+00:00,HS-DCK-05-SLV:travel_score,
HS-CAB-12-BLK,units_available,18,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-CAB-12-BLK:units_available,
HS-CAB-12-BLK,base_price_cents,27900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-CAB-12-BLK:price,
HS-COM-08-BLK,units_available,12,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-COM-08-BLK:units_available,
HS-COM-08-BLK,base_price_cents,22900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-COM-08-BLK:price,
HS-FLD-09-WHT,units_available,7,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-FLD-09-WHT:units_available,
HS-FLD-09-WHT,base_price_cents,24900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-FLD-09-WHT:price,
HS-LIT-04-BLK,units_available,40,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-LIT-04-BLK:units_available,
HS-LIT-04-BLK,base_price_cents,9900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-LIT-04-BLK:price,
HS-SPT-06-NVY,units_available,15,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-SPT-06-NVY:units_available,
HS-SPT-06-NVY,base_price_cents,14900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-SPT-06-NVY:price,
HS-STD-20-BLK,units_available,6,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-STD-20-BLK:units_available,
HS-STD-20-BLK,base_price_cents,39900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-STD-20-BLK:price,
HS-STD-20-WHT,units_available,4,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-STD-20-WHT:units_available,
HS-STD-20-WHT,base_price_cents,34900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-STD-20-WHT:price,
HS-ULT-15-SLV,units_available,4,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-ULT-15-SLV:units_available,
HS-ULT-15-SLV,base_price_cents,44900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-ULT-15-SLV:price,
HS-MIN-03-BLK,units_available,22,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-MIN-03-BLK:units_available,
HS-MIN-03-BLK,base_price_cents,7900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-MIN-03-BLK:price,
HS-SFT-11-GPH,units_available,9,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-SFT-11-GPH:units_available,
HS-SFT-11-GPH,base_price_cents,18900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-SFT-11-GPH:price,
HS-REF-18-BLK,units_available,5,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-REF-18-BLK:units_available,
HS-REF-18-BLK,base_price_cents,32900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-REF-18-BLK:price,
HS-RUN-07-WHT,units_available,16,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-RUN-07-WHT:units_available,
HS-RUN-07-WHT,base_price_cents,12900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-RUN-07-WHT:price,
HS-PUL-10-BLK,units_available,11,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-PUL-10-BLK:units_available,
HS-PUL-10-BLK,base_price_cents,19900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-PUL-10-BLK:price,
HS-NGT-14-BLK,units_available,8,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-NGT-14-BLK:units_available,
HS-NGT-14-BLK,base_price_cents,25900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-NGT-14-BLK:price,
HS-DCK-05-SLV,units_available,0,MERCHANT_INVENTORY,Harbor warehouse,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-DCK-05-SLV:units_available,
HS-DCK-05-SLV,base_price_cents,16900,PRICING_FEED,Harbor price book,MERCHANT_DECLARED,2026-09-12T01:00:00+00:00,HS-DCK-05-SLV:price,
